#-94.8465 4665.739387643714 -3.608778879454191e+25 4.8214929505907954e+26
#-93.8325 4665.739387643714 -5.7469688032195695e+25 3.338563029689983e+26
#-93.7475 4665.739387643714 -3.286125507500613e+25 3.641936061734989e+26
#-89.8044 4665.739387643714 -6.380338784845657e+25 3.7606208878144366e+26
#-89.7458 4665.739387643714 -2.1885618703814907e+26 4.297847989538448e+26
#-72.8264 4665.739387643714 -5.943774955540246e+26 2.104207485268027e+26
#-72.8116 4665.739387643714 -4.116715720476457e+26 1.5185706824665925e+26
#-66.7727 4665.739387643714 0.0 3.9612596091698264e+26
#-64.8023 4665.739387643714 6.901396607088085e+25 3.085200615077068e+26
#-63.8451 4665.739387643714 -2.3922424036562874e+26 3.8008748474524925e+26
#-63.7932 4665.739387643714 -1.538664958482601e+26 4.977177613902763e+26
#-56.7918 4665.739387643714 -4.813830575537704e+26 2.7052592148737575e+26
#-52.8263 4665.739387643714 -4.350722055200332e+26 2.1239397371509106e+26
#-50.8138 4665.739387643714 3.9342733276613866e+26 2.0342450630894373e+26
#69.4968 4665.739387643714 4.989920168190443e+26 2.1789577791373563e+26
#78.4938 4665.739387643714 1.062926338725761e+25 2.0942152261995684e+26
#88.4759 4665.739387643714 3.5375666123873634e+26 3.648695358636193e+26
#123.477 4665.739387643714 1.9186229300045012e+26 2.1503470036660924e+26
#125.507 4665.739387643714 4.5450701148744235e+26 2.5285858104307432e+26
#127.409 4665.739387643714 2.0351996055224827e+26 2.5543771386954617e+26
#130.373 4665.739387643714 2.8836162707075413e+26 1.5569199262081463e+26
#130.383 4665.739387643714 3.052295920455064e+26 1.9934362181970226e+26
#131.476 4665.739387643714 2.0535249959893366e+25 2.6811367432986842e+26
#132.446 4665.739387643714 0.0 1.3998555653435367e+26
#134.432 4665.739387643714 3.2321539342389043e+25 2.780370808143629e+26
#137.471 4665.739387643714 -1.7562527428929086e+26 1.944755167963296e+26
#138.444 4665.739387643714 -2.158065565162726e+25 1.4375637196880774e+26
#138.458 4665.739387643714 3.223063684348278e+26 1.7333419439061328e+26
#139.44 4665.739387643714 -1.4748275251405012e+26 1.5401364845096022e+26
#139.45 4665.739387643714 -4.4088603159989444e+26 1.9105600469336274e+26
#141.477 4665.739387643714 2.3088208777237243e+26 1.4840801548098692e+26
#142.437 4665.739387643714 1.888871496736242e+27 3.490011952880022e+26
#143.328 4665.739387643714 -1.6156021448632207e+26 3.7221079824409e+26
#143.503 4665.739387643714 5.949756962928845e+26 2.2284714381564205e+26
164.318 4665.739387643714 5.713418529123511e+26 2.0281398799945337e+26
172.495 4665.739387643714 5.947068427380222e+26 2.8503360815111576e+26
175.514 4665.739387643714 -9.09422900946289e+24 5.991591468417495e+26
180.475 4665.739387643714 1.4179646077817324e+26 2.7628895088685095e+26
186.423 4665.739387643714 3.289701145232062e+26 2.5728110842220527e+26
186.424 4665.739387643714 -3.1380675189226676e+26 2.283989533502332e+26
193.245 4665.739387643714 5.1184071807060065e+26 2.5710232265676297e+26
193.245 4665.739387643714 1.0682016821448228e+26 2.1522993281772628e+26
206.454 4665.739387643714 6.761474384216831e+25 5.731586071453245e+26
208.194 4665.739387643714 4.924828770007821e+24 1.9500419581274157e+26
209.236 4665.739387643714 -7.580465302095303e+25 2.88116333389961e+26
211.174 4665.739387643714 -3.8420009507109015e+26 1.9824051002445993e+26
222.18 4665.739387643714 4.205085539946539e+26 1.640954696909277e+26
222.181 4665.739387643714 2.6610853902896685e+25 2.501591579102569e+26
226.4 4665.739387643714 9.684305173798158e+26 6.23218719980277e+26
226.403 4665.739387643714 2.2304312038578584e+27 5.983436631400284e+26
234.235 4665.739387643714 1.3621757583790616e+28 9.28546362074219e+26
234.253 4665.739387643714 1.4363680561862559e+28 1.3471937412226808e+27
247.289 4665.739387643714 2.599383767086209e+28 1.331843005889141e+27
247.29 4665.739387643714 2.7168954381760933e+28 1.8710597176150192e+27
256.271 4665.739387643714 3.943269694816302e+28 2.3367306066252943e+27
261.231 4665.739387643714 3.999205551221103e+28 1.9072163326083852e+27
267.171 4665.739387643714 4.032540393371972e+28 3.3328525102533227e+27
267.192 4665.739387643714 3.9342708145897094e+28 2.2958798808007927e+27
272.192 4665.739387643714 3.7127160753501332e+28 1.9222843718969258e+27
272.194 4665.739387643714 3.872266875542941e+28 2.4726870396135484e+27
275.204 4665.739387643714 3.7590517584576475e+28 2.6978395887685827e+27
275.204 4665.739387643714 3.7430979291753295e+28 2.8712914224035955e+27
281.17 4665.739387643714 3.1963756381093697e+28 1.9061538046859537e+27
281.205 4665.739387643714 3.3645263420940153e+28 2.9161434612180834e+27
284.211 4665.739387643714 3.0915100925998004e+28 1.8718792533058625e+27
284.212 4665.739387643714 3.1784999355568077e+28 2.103211576455943e+27
288.17 4665.739387643714 3.0345750265229357e+28 2.24660727594044e+27
288.171 4665.739387643714 3.049857959736241e+28 2.2744711370380568e+27
291.149 4665.739387643714 2.7022572749826318e+28 1.8653903714080338e+27
